error,correct,learncount,type,correctly_Found,learnrate,Learning,InvestigationRate,Correct Count,NameOfSpecies,epoch
2019-05-09 08:05
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.032007,1.0,21885,RL,True,9.85074875e-06,True,17242,0,57
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.124025,1.0,21890,RL,True,9.85074875e-06,True,17247,0,57
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.280776,1.0,21895,RL,True,9.85074875e-06,True,17251,0,58
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122375,1.0,21900,RL,True,9.85074875e-06,True,17255,0,59
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120636,1.0,21905,RL,True,9.85074875e-06,True,17259,0,60
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120689,1.0,21910,RL,True,9.85074875e-06,True,17264,0,60
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120517,1.0,21915,RL,True,9.85074875e-06,True,17269,0,60
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.130011,1.0,21920,RL,True,9.85074875e-06,True,17274,0,60
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],1.160290,0.0,21925,RL,False,9.85074875e-06,True,17276,0,62
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.293103,1.0,21930,RL,True,9.85074875e-06,True,17279,0,65
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.121189,1.0,21935,RL,True,9.85074875e-06,True,17283,0,66
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120512,1.0,21940,RL,True,9.85074875e-06,True,17288,0,66
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.647187,1.0,21945,RL,True,9.85074875e-06,True,17293,0,66
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120533,1.0,21950,RL,True,9.85074875e-06,True,17298,0,66
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121201,1.0,21955,RL,True,9.85074875e-06,True,17302,0,67
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.199753,1.0,21960,RL,True,9.85074875e-06,True,17307,0,67
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.161799,1.0,21965,RL,True,9.85074875e-06,True,17312,0,67
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.180910,1.0,21970,RL,True,9.85074875e-06,True,17317,0,67
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.144411,1.0,21975,RL,True,9.85074875e-06,True,17321,0,68
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.125834,1.0,21980,RL,True,9.85074875e-06,True,17324,0,70
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.132813,1.0,21985,RL,True,9.85074875e-06,True,17329,0,70
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.155519,1.0,21990,RL,True,9.85074875e-06,True,17333,0,71
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.144049,1.0,21995,RL,True,9.85074875e-06,True,17338,0,71
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],2.665550,0.0,22000,RL,False,9.85074875e-06,True,17342,0,71
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.125262,1.0,22005,RL,True,9.85074875e-06,True,17346,0,73
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120535,1.0,22010,RL,True,9.85074875e-06,True,17351,0,73
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.142347,1.0,22015,RL,True,9.85074875e-06,True,17356,0,73
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.168962,1.0,22020,RL,True,9.85074875e-06,True,17360,0,74
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.124005,1.0,22025,RL,True,9.85074875e-06,True,17365,0,74
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.346069,1.0,22030,RL,True,9.85074875e-06,True,17367,0,77
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.129814,1.0,22035,RL,True,9.85074875e-06,True,17371,0,78
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.173635,1.0,22040,RL,True,9.85074875e-06,True,17376,0,78
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.122271,1.0,22045,RL,True,9.85074875e-06,True,17381,0,78
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.361792,1.0,22050,RL,True,9.85074875e-06,True,17386,0,78
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120582,1.0,22055,RL,True,9.85074875e-06,True,17391,0,78
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.239048,1.0,22060,RL,True,9.85074875e-06,True,17394,0,80
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.371572,1.0,22065,RL,True,9.85074875e-06,True,17399,0,80
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.142480,0.0,22070,RL,False,9.85074875e-06,True,17402,0,81
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],3.630040,0.0,22075,RL,False,9.85074875e-06,True,17406,0,82
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.124833,1.0,22080,RL,True,9.85074875e-06,True,17410,0,84
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120511,1.0,22085,RL,True,9.85074875e-06,True,17415,0,84
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.220002,1.0,22090,RL,True,9.85074875e-06,True,17420,0,84
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.126726,1.0,22095,RL,True,9.85074875e-06,True,17424,0,85
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.649739,1.0,22100,RL,True,9.85074875e-06,True,17429,0,85
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120705,1.0,22105,RL,True,9.85074875e-06,True,17432,0,87
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120722,1.0,22110,RL,True,9.85074875e-06,True,17436,0,88
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120511,1.0,22115,RL,True,9.85074875e-06,True,17441,0,88
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.127661,1.0,22120,RL,True,9.85074875e-06,True,17445,0,89
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120659,1.0,22125,RL,True,9.85074875e-06,True,17450,0,89
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.869501,1.0,22130,RL,True,9.85074875e-06,True,17452,0,92
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.146738,1.0,22135,RL,True,9.85074875e-06,True,17457,0,92
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],1.862099,0.0,22140,RL,False,9.85074875e-06,True,17460,0,93
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.187301,1.0,22145,RL,True,9.85074875e-06,True,17464,0,95
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120511,1.0,22150,RL,True,9.85074875e-06,True,17468,0,96
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120574,1.0,22155,RL,True,9.85074875e-06,True,17473,0,96
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.120511,1.0,22160,RL,True,9.85074875e-06,True,17478,0,96
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120701,1.0,22165,RL,True,9.85074875e-06,True,17482,0,97
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122939,1.0,22170,RL,True,9.85074875e-06,True,17485,0,99
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120535,1.0,22175,RL,True,9.85074875e-06,True,17489,0,100
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120511,1.0,22180,RL,True,9.85074875e-06,True,17492,0,102
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.645406,1.0,22185,RL,True,9.85074875e-06,True,17497,0,102
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.409488,1.0,22190,RL,True,9.85074875e-06,True,17501,0,103
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.240153,1.0,22195,RL,True,9.85074875e-06,True,17506,0,103
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120565,1.0,22200,RL,True,9.85074875e-06,True,17510,0,104
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.121006,1.0,22205,RL,True,9.85074875e-06,True,17515,0,104
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.125378,1.0,22210,RL,True,9.85074875e-06,True,17519,0,105
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.353174,1.0,22215,RL,True,9.85074875e-06,True,17523,0,106
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120741,1.0,22220,RL,True,9.85074875e-06,True,17528,0,106
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.121796,1.0,22225,RL,True,9.85074875e-06,True,17532,0,107
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.529872,1.0,22230,RL,True,9.85074875e-06,True,17537,0,107
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.128630,1.0,22235,RL,True,9.85074875e-06,True,17542,0,107
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.202047,1.0,22240,RL,True,9.85074875e-06,True,17546,0,108
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120511,1.0,22245,RL,True,9.85074875e-06,True,17551,0,108
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.124404,1.0,22250,RL,True,9.85074875e-06,True,17556,0,108
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.169612,1.0,22255,RL,True,9.85074875e-06,True,17561,0,108
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.124065,1.0,22260,RL,True,9.85074875e-06,True,17565,0,109
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.123901,1.0,22265,RL,True,9.85074875e-06,True,17570,0,109
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120511,1.0,22270,RL,True,9.85074875e-06,True,17574,0,110
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120519,1.0,22275,RL,True,9.85074875e-06,True,17578,0,111
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.135818,1.0,22280,RL,True,9.85074875e-06,True,17582,0,112
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.124746,1.0,22285,RL,True,9.85074875e-06,True,17587,0,112
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.409674,0.0,22290,RL,False,9.85074875e-06,True,17590,0,113
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.856334,0.0,22295,RL,False,9.85074875e-06,True,17594,0,114
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120511,1.0,22300,RL,True,9.85074875e-06,True,17598,0,116
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.442665,1.0,22305,RL,True,9.85074875e-06,True,17603,0,116
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.122993,1.0,22310,RL,True,9.85074875e-06,True,17608,0,116
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120541,1.0,22315,RL,True,9.85074875e-06,True,17613,0,116
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120543,1.0,22320,RL,True,9.85074875e-06,True,17618,0,116
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.158378,1.0,22325,RL,True,9.85074875e-06,True,17622,0,117
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.243705,1.0,22330,RL,True,9.85074875e-06,True,17627,0,117
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.139555,1.0,22335,RL,True,9.85074875e-06,True,17632,0,117
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.126513,1.0,22340,RL,True,9.85074875e-06,True,17636,0,118
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.126610,1.0,22345,RL,True,9.85074875e-06,True,17640,0,119
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.501929,1.0,22350,RL,True,9.85074875e-06,True,17645,0,119
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.142129,1.0,22474,RL,True,9.60693043575437e-06,True,17649,0,1
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],4.151172,0.0,22479,RL,False,9.60693043575437e-06,True,17653,0,1
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.262519,1.0,22484,RL,True,9.60693043575437e-06,True,17657,0,3
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.653102,1.0,22489,RL,True,9.60693043575437e-06,True,17661,0,4
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120451,1.0,22494,RL,True,9.60693043575437e-06,True,17666,0,4
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.129165,1.0,22499,RL,True,9.60693043575437e-06,True,17670,0,5
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.126352,1.0,22504,RL,True,9.60693043575437e-06,True,17675,0,5
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122036,1.0,22509,RL,True,9.60693043575437e-06,True,17680,0,5
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.120523,1.0,22514,RL,True,9.60693043575437e-06,True,17684,0,6
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.120448,1.0,22519,RL,True,9.60693043575437e-06,True,17689,0,6
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.137771,1.0,22524,RL,True,9.60693043575437e-06,True,17694,0,6
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.122424,1.0,22529,RL,True,9.60693043575437e-06,True,17699,0,6
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120472,1.0,22534,RL,True,9.60693043575437e-06,True,17703,0,7
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.348024,1.0,22539,RL,True,9.60693043575437e-06,True,17708,0,7
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],3.161364,0.0,22544,RL,False,9.60693043575437e-06,True,17712,0,7
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.156972,1.0,22549,RL,True,9.60693043575437e-06,True,17715,0,10
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.120627,1.0,22554,RL,True,9.60693043575437e-06,True,17719,0,11
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121109,1.0,22559,RL,True,9.60693043575437e-06,True,17724,0,11
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.473137,1.0,22564,RL,True,9.60693043575437e-06,True,17729,0,11
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.884873,1.0,22569,RL,True,9.60693043575437e-06,True,17733,0,12
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.249296,1.0,22574,RL,True,9.60693043575437e-06,True,17737,0,13
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.122958,1.0,22579,RL,True,9.60693043575437e-06,True,17742,0,13
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.159813,1.0,22584,RL,True,9.60693043575437e-06,True,17746,0,14
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.135407,1.0,22589,RL,True,9.60693043575437e-06,True,17751,0,14
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.201574,1.0,22594,RL,True,9.60693043575437e-06,True,17755,0,15
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.125302,1.0,22599,RL,True,9.60693043575437e-06,True,17759,0,16
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],1.132638,1.0,22604,RL,True,9.60693043575437e-06,True,17764,0,16
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.486270,1.0,22609,RL,True,9.60693043575437e-06,True,17769,0,16
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.151506,1.0,22614,RL,True,9.60693043575437e-06,True,17774,0,16
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],1.799186,0.0,22619,RL,False,9.60693043575437e-06,True,17778,0,16
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.142387,1.0,22624,RL,True,9.60693043575437e-06,True,17782,0,18
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.155636,1.0,22629,RL,True,9.60693043575437e-06,True,17786,0,19
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120676,1.0,22634,RL,True,9.60693043575437e-06,True,17791,0,19
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120435,1.0,22639,RL,True,9.60693043575437e-06,True,17795,0,20
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],1.012517,0.0,22644,RL,False,9.60693043575437e-06,True,17798,0,21
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120465,1.0,22649,RL,True,9.60693043575437e-06,True,17803,0,22
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.138014,1.0,22654,RL,True,9.60693043575437e-06,True,17806,0,24
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.157291,1.0,22659,RL,True,9.60693043575437e-06,True,17811,0,24
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.157313,1.0,22664,RL,True,9.60693043575437e-06,True,17816,0,24
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.123583,1.0,22669,RL,True,9.60693043575437e-06,True,17821,0,24
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.179421,1.0,22674,RL,True,9.60693043575437e-06,True,17826,0,24
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.188078,1.0,22679,RL,True,9.60693043575437e-06,True,17831,0,24
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.124586,1.0,22684,RL,True,9.60693043575437e-06,True,17836,0,24
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120526,1.0,22689,RL,True,9.60693043575437e-06,True,17841,0,24
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],2.227143,0.0,22694,RL,False,9.60693043575437e-06,True,17845,0,24
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.122230,1.0,22699,RL,True,9.60693043575437e-06,True,17850,0,25
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.201328,1.0,22704,RL,True,9.60693043575437e-06,True,17855,0,25
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120435,1.0,22709,RL,True,9.60693043575437e-06,True,17859,0,26
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120472,1.0,22714,RL,True,9.60693043575437e-06,True,17864,0,26
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120435,1.0,22719,RL,True,9.60693043575437e-06,True,17869,0,26
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121376,1.0,22724,RL,True,9.60693043575437e-06,True,17874,0,26
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.304670,1.0,22729,RL,True,9.60693043575437e-06,True,17878,0,27
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.189375,1.0,22734,RL,True,9.60693043575437e-06,True,17883,0,27
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.120457,1.0,22739,RL,True,9.60693043575437e-06,True,17886,0,29
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.833724,0.0,22744,RL,False,9.60693043575437e-06,True,17890,0,29
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.127136,1.0,22749,RL,True,9.60693043575437e-06,True,17894,0,31
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],3.455666,0.0,22754,RL,False,9.60693043575437e-06,True,17898,0,31
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],2.151183,0.0,22759,RL,False,9.60693043575437e-06,True,17902,0,32
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.226345,1.0,22764,RL,True,9.60693043575437e-06,True,17907,0,33
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],2.331222,0.0,22769,RL,False,9.60693043575437e-06,True,17910,0,34
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.267546,1.0,22774,RL,True,9.60693043575437e-06,True,17914,0,36
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120435,1.0,22779,RL,True,9.60693043575437e-06,True,17918,0,37
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.122546,1.0,22784,RL,True,9.60693043575437e-06,True,17923,0,37
[[0. 0. 0. 0. 0. 0. 0. 0. 1. 0.]],0.147398,1.0,22789,RL,True,9.60693043575437e-06,True,17928,0,37
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120953,1.0,22794,RL,True,9.60693043575437e-06,True,17933,0,37
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.123252,1.0,22799,RL,True,9.60693043575437e-06,True,17938,0,37
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120435,1.0,22804,RL,True,9.60693043575437e-06,True,17943,0,37
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.211304,0.0,22809,RL,False,9.60693043575437e-06,True,17947,0,37
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120463,1.0,22814,RL,True,9.60693043575437e-06,True,17952,0,38
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],1.098973,0.0,22819,RL,False,9.60693043575437e-06,True,17955,0,39
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.120456,1.0,22824,RL,True,9.60693043575437e-06,True,17960,0,40
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.131477,1.0,22829,RL,True,9.60693043575437e-06,True,17964,0,41
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.553637,1.0,22834,RL,True,9.60693043575437e-06,True,17968,0,42
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120435,1.0,22839,RL,True,9.60693043575437e-06,True,17972,0,43
[[0. 0. 0. 0. 1. 0. 0. 0. 0. 0.]],0.121128,1.0,22844,RL,True,9.60693043575437e-06,True,17976,0,44
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.120721,1.0,22849,RL,True,9.60693043575437e-06,True,17979,0,46
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.122494,1.0,22854,RL,True,9.60693043575437e-06,True,17984,0,46
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.138075,1.0,22859,RL,True,9.60693043575437e-06,True,17989,0,46
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.121013,1.0,22864,RL,True,9.60693043575437e-06,True,17994,0,46
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120445,1.0,22869,RL,True,9.60693043575437e-06,True,17999,0,46
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.123252,1.0,22874,RL,True,9.60693043575437e-06,True,18004,0,46
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.130719,1.0,22879,RL,True,9.60693043575437e-06,True,18008,0,47
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120458,1.0,22884,RL,True,9.60693043575437e-06,True,18013,0,47
[[0. 0. 1. 0. 0. 0. 0. 0. 0. 0.]],0.124141,1.0,22889,RL,True,9.60693043575437e-06,True,18017,0,48
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120438,1.0,22894,RL,True,9.60693043575437e-06,True,18022,0,48
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.293103,1.0,22899,RL,True,9.60693043575437e-06,True,18027,0,48
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.169372,1.0,22904,RL,True,9.60693043575437e-06,True,18030,0,50
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.421522,1.0,22909,RL,True,9.60693043575437e-06,True,18035,0,50
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.782237,1.0,22914,RL,True,9.60693043575437e-06,True,18040,0,50
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.247981,1.0,22919,RL,True,9.60693043575437e-06,True,18045,0,50
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.179774,1.0,22924,RL,True,9.60693043575437e-06,True,18050,0,50
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],4.549544,0.0,22929,RL,False,9.60693043575437e-06,True,18054,0,50
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120532,1.0,22934,RL,True,9.60693043575437e-06,True,18057,0,53
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120436,1.0,22939,RL,True,9.60693043575437e-06,True,18061,0,54
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.147764,1.0,22944,RL,True,9.60693043575437e-06,True,18066,0,54
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.669642,1.0,22949,RL,True,9.60693043575437e-06,True,18071,0,54
[[0. 1. 0. 0. 0. 0. 0. 0. 0. 0.]],0.120435,1.0,22954,RL,True,9.60693043575437e-06,True,18076,0,54
[[0. 0. 0. 0. 0. 0. 0. 0. 0. 1.]],0.120479,1.0,22959,RL,True,9.60693043575437e-06,True,18081,0,54
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.646564,1.0,22964,RL,True,9.60693043575437e-06,True,18086,0,54
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.126544,1.0,22969,RL,True,9.60693043575437e-06,True,18091,0,54
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],1.213620,0.0,22974,RL,False,9.60693043575437e-06,True,18095,0,54
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],0.126682,1.0,22979,RL,True,9.60693043575437e-06,True,18100,0,55
[[0. 0. 0. 0. 0. 1. 0. 0. 0. 0.]],2.956968,0.0,22984,RL,False,9.60693043575437e-06,True,18103,0,56
[[0. 0. 0. 1. 0. 0. 0. 0. 0. 0.]],0.123100,1.0,22989,RL,True,9.60693043575437e-06,True,18108,0,57
[[0. 0. 0. 0. 0. 0. 0. 1. 0. 0.]],0.121068,1.0,22994,RL,True,9.60693043575437e-06,True,18112,0,58
[[1. 0. 0. 0. 0. 0. 0. 0. 0. 0.]],0.130704,1.0,22999,RL,True,9.60693043575437e-06,True,18117,0,58
[[0. 0. 0. 0. 0. 0. 1. 0. 0. 0.]],0.120470,1.0,23004,RL,True,9.60693043575437e-06,True,18122,0,58
